iteration,score,hiscore,hireward
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,1,1,0.75
6,0,1,0.75
7,0,1,0.75
8,0,1,0.75
9,0,1,0.75
10,0,1,0.75
11,0,1,0.75
12,0,1,0.75
13,0,1,0.75
14,0,1,0.75
15,0,1,0.75
16,0,1,0.75
17,0,1,0.75
18,0,1,0.75
19,0,1,0.75
20,0,1,0.75
21,0,1,0.75
22,0,1,0.75
23,0,1,0.75
24,0,1,0.75
25,0,1,0.75
26,0,1,0.75
27,0,1,0.75
28,0,1,0.75
29,0,1,0.75
30,1,1,0.75
31,0,1,0.75
32,0,1,0.75
33,0,1,0.75
34,0,1,0.75
35,1,1,0.75
36,0,1,0.75
37,0,1,0.75
38,0,1,0.75
39,0,1,0.75
40,0,1,0.75
41,0,1,0.75
42,0,1,0.75
43,0,1,0.75
44,0,1,0.75
45,0,1,0.75
46,0,1,0.75
47,0,1,0.75
48,1,1,0.75
49,0,1,0.75
50,0,1,0.75
51,0,1,0.75
52,0,1,0.75
53,1,1,0.75
54,0,1,0.75
55,0,1,0.75
56,0,1,0.75
57,0,1,0.75
58,0,1,0.75
59,0,1,0.75
60,0,1,0.75
61,0,1,0.75
62,0,1,0.75
63,0,1,0.75
64,0,1,0.75
65,0,1,0.75
66,0,1,0.75
67,0,1,0.75
68,0,1,0.75
69,0,1,0.75
70,0,1,0.75
71,0,1,0.75
72,0,1,0.75
73,0,1,0.75
74,0,1,0.75
75,0,1,0.75
76,0,1,0.75
77,0,1,0.75
78,0,1,0.75
79,0,1,0.75
80,0,1,0.75
81,0,1,0.75
82,0,1,0.75
83,0,1,0.75
84,0,1,0.75
85,0,1,0.75
86,0,1,0.75
87,0,1,0.75
88,0,1,0.75
89,0,1,0.75
90,0,1,0.75
91,0,1,0.75
92,0,1,0.75
93,0,1,0.75
94,0,1,0.75
95,0,1,0.75
96,0,1,0.75
97,0,1,0.75
98,1,1,0.75
99,0,1,0.75
100,0,1,0.75
101,0,1,0.75
102,0,1,0.75
103,1,1,0.75
104,0,1,0.75
105,0,1,0.75
106,0,1,0.75
107,0,1,0.75
108,0,1,0.75
109,0,1,0.75
110,0,1,0.75
111,0,1,0.75
112,0,1,0.75
113,1,1,0.75
114,0,1,0.75
115,1,1,0.75
116,0,1,0.75
117,2,2,0.75
118,0,2,0.75
119,0,2,0.75
120,0,2,0.75
121,0,2,0.75
122,0,2,0.75
123,0,2,0.75
124,0,2,0.75
125,0,2,0.75
126,0,2,0.75
127,0,2,0.75
128,0,2,0.75
129,0,2,0.75
130,0,2,0.75
131,0,2,0.75
132,0,2,0.75
133,0,2,0.75
134,0,2,0.75
135,0,2,0.75
136,0,2,0.75
137,0,2,0.75
138,0,2,0.75
139,0,2,0.75
140,0,2,0.75
141,0,2,0.75
142,0,2,0.75
143,0,2,0.75
144,0,2,0.75
145,0,2,0.75
146,0,2,0.75
147,0,2,0.75
148,0,2,0.75
149,0,2,0.75
150,0,2,0.75
151,0,2,0.75
152,0,2,0.75
153,0,2,0.75
154,0,2,0.75
155,0,2,0.75
156,0,2,0.75
157,0,2,0.75
158,0,2,0.75
159,0,2,0.75
160,1,2,0.75
161,1,2,0.75
162,0,2,0.75
163,0,2,0.75
164,0,2,0.75
165,0,2,0.75
166,0,2,0.75
167,1,2,0.75
168,0,2,0.75
169,0,2,0.75
170,0,2,0.75
171,0,2,0.75
172,0,2,0.75
173,0,2,0.75
174,0,2,0.75
175,0,2,0.75
176,0,2,0.75
177,0,2,0.75
178,0,2,0.75
179,0,2,0.75
180,0,2,0.75
181,0,2,0.75
182,0,2,0.75
183,0,2,0.75
184,0,2,0.75
185,0,2,0.75
186,0,2,0.75
187,0,2,0.75
