iteration,score,hiscore,hireward
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,1,1,0.75
16,0,1,0.75
17,1,1,0.75
18,0,1,0.75
19,0,1,0.75
20,0,1,0.75
21,0,1,0.75
22,0,1,0.75
23,0,1,0.75
24,0,1,0.75
25,0,1,0.75
26,0,1,0.75
27,1,1,0.75
28,0,1,0.75
29,0,1,0.75
30,0,1,0.75
31,0,1,0.75
32,0,1,0.75
33,0,1,0.75
34,0,1,0.75
35,0,1,0.75
36,0,1,0.75
37,0,1,0.75
38,0,1,0.75
39,0,1,0.75
40,0,1,0.75
41,1,1,0.75
42,0,1,0.75
43,1,1,0.75
44,0,1,0.75
45,0,1,0.75
46,2,2,0.75
47,0,2,0.75
48,0,2,0.75
49,0,2,0.75
50,0,2,0.75
51,0,2,0.75
52,0,2,0.75
53,0,2,0.75
54,0,2,0.75
55,0,2,0.75
56,0,2,0.75
57,0,2,0.75
58,0,2,0.75
59,0,2,0.75
60,0,2,0.75
61,0,2,0.75
62,0,2,0.75
63,0,2,0.75
64,0,2,0.75
65,0,2,0.75
66,0,2,0.75
67,0,2,0.75
68,1,2,0.75
69,0,2,0.75
70,0,2,0.75
71,0,2,0.75
72,0,2,0.75
73,0,2,0.75
74,0,2,0.75
75,0,2,0.75
76,0,2,0.75
77,0,2,0.75
78,0,2,0.75
79,0,2,0.75
80,0,2,0.75
81,0,2,0.75
82,0,2,0.75
83,0,2,0.75
84,0,2,0.75
85,0,2,0.75
86,0,2,0.75
87,0,2,0.75
88,0,2,0.75
89,0,2,0.75
90,0,2,0.75
91,0,2,0.75
92,0,2,0.75
93,0,2,0.75
94,0,2,0.75
95,1,2,0.75
96,0,2,0.75
97,0,2,0.75
98,0,2,0.75
99,0,2,0.75
100,0,2,0.75
101,0,2,0.75
102,0,2,0.75
103,0,2,0.75
104,0,2,0.75
105,0,2,0.75
106,0,2,0.75
107,0,2,0.75
108,0,2,0.75
109,0,2,0.75
110,0,2,0.75
111,0,2,0.75
112,0,2,0.75
113,0,2,0.75
114,0,2,0.75
115,0,2,0.75
116,0,2,0.75
117,0,2,0.75
118,0,2,0.75
119,0,2,0.75
120,0,2,0.75
121,0,2,0.75
122,0,2,0.75
123,0,2,0.75
124,0,2,0.75
125,0,2,0.75
126,0,2,0.75
127,0,2,0.75
128,0,2,0.75
129,0,2,0.75
130,0,2,0.75
131,0,2,0.75
132,0,2,0.75
133,0,2,0.75
134,0,2,0.75
135,0,2,0.75
136,0,2,0.75
137,0,2,0.75
138,1,2,0.75
139,0,2,0.75
140,0,2,0.75
141,0,2,0.75
142,0,2,0.75
143,0,2,0.75
144,0,2,0.75
145,0,2,0.75
146,0,2,0.75
147,0,2,0.75
148,0,2,0.75
149,0,2,0.75
150,0,2,0.75
151,0,2,0.75
152,0,2,0.75
153,0,2,0.75
154,0,2,0.75
155,0,2,0.75
156,0,2,0.75
157,0,2,0.75
158,0,2,0.75
159,0,2,0.75
160,0,2,0.75
161,0,2,0.75
162,0,2,0.75
163,0,2,0.75
164,0,2,0.75
165,0,2,0.75
166,0,2,0.75
167,0,2,0.75
168,0,2,0.75
169,0,2,0.75
170,0,2,0.75
171,0,2,0.75
172,0,2,0.75
173,2,2,0.80832
174,0,2,0.80832
175,0,2,0.80832
176,0,2,0.80832
177,0,2,0.80832
178,0,2,0.80832
179,0,2,0.80832
180,0,2,0.80832
181,0,2,0.80832
182,0,2,0.80832
183,0,2,0.80832
184,0,2,0.80832
185,0,2,0.80832
186,0,2,0.80832
187,0,2,0.80832
